Event,Fight,Fighter,Weight Class,Winner,KD,Sig. Str.,Total Str.,TD,Sub. Att,Reversal,Control Time,Head,Body,Leg,Distance,Clinch,Ground,Method,Fight_lenght,Rounds,Format,Referee
UFC on FUEL TV: Korean Zombie vs Poirier,Chan Sung Jung - Dustin Poirier,Chan Sung Jung,Featherweight Bout,W,0,74 of 154,149 of 240,4 of 4,3,0,5:02,59 of 136,12 of 15,3 of 3,60 of 135,5 of 6,9 of 13,Submission,"Time:
        
        1:07","Round:
        
        4","Time format:
        
        5 Rnd (5-5-5-5-5)",Dan Miragliotta
UFC on FUEL TV: Korean Zombie vs Poirier,Chan Sung Jung - Dustin Poirier,Dustin Poirier,Featherweight Bout,L,0,56 of 127,70 of 146,0 of 4,0,2,3:51,44 of 111,1 of 2,11 of 14,55 of 124,1 of 3,0 of 0,Submission,"Time:
        
        1:07","Round:
        
        4","Time format:
        
        5 Rnd (5-5-5-5-5)",Dan Miragliotta
UFC on FUEL TV: Korean Zombie vs Poirier,Brad Tavares - Dongi Yang,Brad Tavares,Middleweight Bout,W,0,39 of 159,47 of 167,2 of 3,0,0,2:18,13 of 114,10 of 22,16 of 23,35 of 154,4 of 5,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FUEL TV: Korean Zombie vs Poirier,Brad Tavares - Dongi Yang,Dongi Yang,Middleweight Bout,L,0,32 of 83,44 of 95,1 of 3,0,0,0:34,17 of 58,4 of 10,11 of 15,28 of 79,3 of 3,1 of 1,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FUEL TV: Korean Zombie vs Poirier,Igor Pokrajac - Fabio Maldonado,Igor Pokrajac,Light Heavyweight Bout,W,0,36 of 80,64 of 111,1 of 4,0,0,6:07,30 of 73,1 of 1,5 of 6,24 of 60,10 of 17,2 of 3,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FUEL TV: Korean Zombie vs Poirier,Igor Pokrajac - Fabio Maldonado,Fabio Maldonado,Light Heavyweight Bout,L,0,98 of 137,166 of 215,0 of 1,0,0,2:46,72 of 109,26 of 28,0 of 0,61 of 97,37 of 40,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FUEL TV: Korean Zombie vs Poirier,TJ Grant - Carlo Prater,TJ Grant,Lightweight Bout,W,0,68 of 113,116 of 163,3 of 7,1,0,6:54,30 of 69,27 of 32,11 of 12,34 of 73,24 of 28,10 of 12,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki
UFC on FUEL TV: Korean Zombie vs Poirier,TJ Grant - Carlo Prater,Carlo Prater,Lightweight Bout,L,0,27 of 61,33 of 67,0 of 3,1,1,0:35,14 of 41,3 of 8,10 of 12,25 of 57,2 of 3,0 of 1,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki
UFC on FUEL TV: Korean Zombie vs Poirier,Cody McKenzie - Marcus LeVesseur,Cody McKenzie,Lightweight Bout,W,0,1 of 7,10 of 16,0 of 0,2,1,0:02,1 of 7,0 of 0,0 of 0,1 of 7,0 of 0,0 of 0,Submission,"Time:
        
        3:05","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC on FUEL TV: Korean Zombie vs Poirier,Cody McKenzie - Marcus LeVesseur,Marcus LeVesseur,Lightweight Bout,L,0,7 of 14,8 of 15,2 of 2,1,0,2:10,6 of 11,0 of 1,1 of 2,3 of 9,1 of 1,3 of 4,Submission,"Time:
        
        3:05","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC on FOX: Diaz vs Miller,Louis Gaudinot - John Lineker,Louis Gaudinot,Flyweight Bout,W,0,65 of 132,94 of 169,2 of 2,1,0,3:44,52 of 113,11 of 17,2 of 2,51 of 107,2 of 5,12 of 20,Submission,"Time:
        
        4:54","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC on FOX: Diaz vs Miller,Louis Gaudinot - John Lineker,John Lineker,Flyweight Bout,L,0,96 of 212,121 of 240,0 of 0,0,0,0:14,65 of 165,25 of 40,6 of 7,90 of 204,3 of 5,3 of 3,Submission,"Time:
        
        4:54","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC on FOX: Diaz vs Miller,Pat Barry - Lavar Johnson,Pat Barry,Heavyweight Bout,L,0,15 of 22,22 of 29,0 of 1,1,0,2:27,11 of 18,1 of 1,3 of 3,9 of 14,5 of 7,1 of 1,KO/TKO,"Time:
        
        4:38","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FOX: Diaz vs Miller,Pat Barry - Lavar Johnson,Lavar Johnson,Heavyweight Bout,W,1,39 of 71,46 of 78,0 of 0,0,0,0:42,32 of 63,6 of 7,1 of 1,2 of 14,37 of 57,0 of 0,KO/TKO,"Time:
        
        4:38","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FOX: Diaz vs Miller,Roland Delorme - Nick Denis,Roland Delorme,Bantamweight Bout,W,0,26 of 42,40 of 56,1 of 5,2,0,0:34,14 of 29,9 of 10,3 of 3,18 of 33,7 of 8,1 of 1,Submission,"Time:
        
        4:59","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC on FOX: Diaz vs Miller,Roland Delorme - Nick Denis,Nick Denis,Bantamweight Bout,L,0,24 of 43,37 of 60,1 of 1,0,0,2:06,15 of 34,6 of 6,3 of 3,8 of 24,13 of 16,3 of 3,Submission,"Time:
        
        4:59","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC on FOX: Diaz vs Miller,Mike Massenzio - Karlos Vemola,Mike Massenzio,Middleweight Bout,L,0,11 of 27,14 of 30,1 of 3,0,0,2:37,9 of 23,2 of 4,0 of 0,7 of 20,4 of 7,0 of 0,Submission,"Time:
        
        1:07","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FOX: Diaz vs Miller,Mike Massenzio - Karlos Vemola,Karlos Vemola,Middleweight Bout,W,0,16 of 39,16 of 40,2 of 4,2,0,1:05,13 of 32,0 of 1,3 of 6,8 of 26,2 of 6,6 of 7,Submission,"Time:
        
        1:07","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FOX: Diaz vs Miller,Tony Ferguson - Michael Johnson,Tony Ferguson,Lightweight Bout,L,0,45 of 176,45 of 176,0 of 1,0,0,0:00,23 of 143,7 of 15,15 of 18,45 of 175,0 of 1,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FOX: Diaz vs Miller,Tony Ferguson - Michael Johnson,Michael Johnson,Lightweight Bout,W,1,67 of 183,67 of 183,0 of 2,0,0,0:01,28 of 118,22 of 44,17 of 21,66 of 181,1 of 2,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FOX: Diaz vs Miller,Danny Castillo - John Cholish,Danny Castillo,Lightweight Bout,W,0,52 of 136,62 of 147,1 of 3,0,0,2:55,29 of 109,9 of 11,14 of 16,31 of 109,18 of 21,3 of 6,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kevin Mulhall
UFC on FOX: Diaz vs Miller,Danny Castillo - John Cholish,John Cholish,Lightweight Bout,L,0,29 of 84,31 of 86,1 of 6,0,0,0:51,20 of 74,2 of 3,7 of 7,27 of 81,2 of 3,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kevin Mulhall
UFC on FOX: Diaz vs Miller,John Hathaway - Pascal Krauss,John Hathaway,Welterweight Bout,W,1,68 of 154,123 of 219,2 of 7,0,0,4:59,55 of 137,10 of 14,3 of 3,47 of 120,7 of 10,14 of 24,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kevin Mulhall
UFC on FOX: Diaz vs Miller,John Hathaway - Pascal Krauss,Pascal Krauss,Welterweight Bout,L,0,33 of 95,48 of 113,1 of 3,0,0,1:45,20 of 77,5 of 9,8 of 9,28 of 89,2 of 3,3 of 3,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kevin Mulhall
UFC on FOX: Diaz vs Miller,John Dodson - Tim Elliott,John Dodson,Flyweight Bout,W,0,80 of 233,83 of 236,2 of 4,0,0,0:12,54 of 200,17 of 24,9 of 9,78 of 226,2 of 6,0 of 1,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC on FOX: Diaz vs Miller,John Dodson - Tim Elliott,Tim Elliott,Flyweight Bout,L,0,79 of 225,81 of 227,0 of 5,0,0,0:02,64 of 192,11 of 28,4 of 5,67 of 203,12 of 22,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC on FOX: Diaz vs Miller,Josh Koscheck - Johny Hendricks,Josh Koscheck,Welterweight Bout,L,0,33 of 89,57 of 115,1 of 2,0,0,3:26,23 of 76,10 of 13,0 of 0,18 of 61,6 of 18,9 of 10,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kevin Mulhall
UFC on FOX: Diaz vs Miller,Josh Koscheck - Johny Hendricks,Johny Hendricks,Welterweight Bout,W,0,55 of 120,82 of 153,2 of 6,0,0,2:31,32 of 94,2 of 2,21 of 24,28 of 88,27 of 32,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kevin Mulhall
UFC on FOX: Diaz vs Miller,Nate Diaz - Jim Miller,Nate Diaz,Lightweight Bout,W,0,46 of 98,97 of 154,0 of 1,2,2,2:37,29 of 74,11 of 18,6 of 6,23 of 68,22 of 29,1 of 1,Submission,"Time:
        
        4:09","Round:
        
        2","Time format:
        
        5 Rnd (5-5-5-5-5)",Keith Peterson
UFC on FOX: Diaz vs Miller,Nate Diaz - Jim Miller,Jim Miller,Lightweight Bout,L,0,25 of 71,27 of 73,1 of 5,0,0,1:15,11 of 51,7 of 10,7 of 10,13 of 49,12 of 22,0 of 0,Submission,"Time:
        
        4:09","Round:
        
        2","Time format:
        
        5 Rnd (5-5-5-5-5)",Keith Peterson
UFC on FOX: Diaz vs Miller,Dennis Bermudez - Pablo Garza,Dennis Bermudez,Featherweight Bout,W,0,45 of 85,114 of 166,8 of 9,1,0,13:00,33 of 69,5 of 7,7 of 9,7 of 22,6 of 8,32 of 55,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kevin Mulhall
UFC on FOX: Diaz vs Miller,Dennis Bermudez - Pablo Garza,Pablo Garza,Featherweight Bout,L,0,27 of 59,57 of 93,0 of 2,0,0,0:09,17 of 46,9 of 10,1 of 3,8 of 24,5 of 7,14 of 28,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kevin Mulhall
UFC on FOX: Diaz vs Miller,Rousimar Palhares - Alan Belcher,Rousimar Palhares,Middleweight Bout,L,0,0 of 1,1 of 2,1 of 1,1,0,0:07,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,KO/TKO,"Time:
        
        4:18","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FOX: Diaz vs Miller,Rousimar Palhares - Alan Belcher,Alan Belcher,Middleweight Bout,W,0,20 of 37,29 of 46,0 of 0,1,0,2:14,19 of 36,1 of 1,0 of 0,0 of 3,0 of 0,20 of 34,KO/TKO,"Time:
        
        4:18","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC 145: Jones vs Evans,Marcus Brimage - Maximo Blanco,Marcus Brimage,Featherweight Bout,W,0,24 of 136,24 of 136,0 of 0,0,0,0:01,15 of 108,2 of 11,7 of 17,24 of 132,0 of 3,0 of 1,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Will Fisher
UFC 145: Jones vs Evans,Marcus Brimage - Maximo Blanco,Maximo Blanco,Featherweight Bout,L,0,18 of 78,18 of 78,0 of 3,0,0,0:01,9 of 59,4 of 10,5 of 9,17 of 74,1 of 3,0 of 1,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Will Fisher
UFC 145: Jones vs Evans,John Makdessi - Anthony Njokuani,John Makdessi,Lightweight Bout,L,0,39 of 116,45 of 124,0 of 0,0,0,0:00,14 of 66,14 of 36,11 of 14,38 of 112,1 of 4,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 145: Jones vs Evans,John Makdessi - Anthony Njokuani,Anthony Njokuani,Lightweight Bout,W,0,73 of 152,75 of 154,0 of 0,0,0,0:00,29 of 84,23 of 40,21 of 28,71 of 150,2 of 2,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 145: Jones vs Evans,Mac Danzig - Efrain Escudero,Mac Danzig,Lightweight Bout,W,0,67 of 119,130 of 190,1 of 5,0,0,5:34,24 of 75,27 of 28,16 of 16,46 of 95,21 of 24,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Blake Grice
UFC 145: Jones vs Evans,Mac Danzig - Efrain Escudero,Efrain Escudero,Lightweight Bout,L,0,56 of 133,107 of 186,0 of 2,1,0,1:00,24 of 94,15 of 20,17 of 19,44 of 119,12 of 14,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Blake Grice
UFC 145: Jones vs Evans,Travis Browne - Chad Griggs,Travis Browne,Heavyweight Bout,W,0,4 of 8,7 of 11,1 of 2,1,0,1:34,2 of 5,1 of 2,1 of 1,2 of 5,2 of 2,0 of 1,Submission,"Time:
        
        2:29","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki
UFC 145: Jones vs Evans,Travis Browne - Chad Griggs,Chad Griggs,Heavyweight Bout,L,0,0 of 3,6 of 10,0 of 0,0,0,0:00,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0,Submission,"Time:
        
        2:29","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki
UFC 145: Jones vs Evans,Miguel Torres - Michael McDonald,Miguel Torres,Bantamweight Bout,L,0,8 of 29,8 of 29,0 of 0,0,0,0:00,6 of 26,1 of 2,1 of 1,8 of 29,0 of 0,0 of 0,KO/TKO,"Time:
        
        3:18","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 145: Jones vs Evans,Miguel Torres - Michael McDonald,Michael McDonald,Bantamweight Bout,W,1,16 of 59,16 of 59,0 of 0,0,0,0:02,13 of 55,3 of 4,0 of 0,14 of 56,0 of 0,2 of 3,KO/TKO,"Time:
        
        3:18","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 145: Jones vs Evans,Brendan Schaub - Ben Rothwell,Brendan Schaub,Heavyweight Bout,L,0,9 of 17,9 of 17,0 of 0,0,0,0:08,9 of 17,0 of 0,0 of 0,7 of 15,2 of 2,0 of 0,KO/TKO,"Time:
        
        1:10","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 145: Jones vs Evans,Brendan Schaub - Ben Rothwell,Ben Rothwell,Heavyweight Bout,W,1,8 of 17,8 of 18,0 of 0,0,0,0:02,6 of 15,2 of 2,0 of 0,5 of 12,2 of 2,1 of 3,KO/TKO,"Time:
        
        1:10","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 145: Jones vs Evans,Mark Bocek - John Alessio,Mark Bocek,Lightweight Bout,W,0,74 of 107,117 of 153,5 of 11,0,0,9:44,50 of 80,2 of 3,22 of 24,20 of 47,16 of 17,38 of 43,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Blake Grice
UFC 145: Jones vs Evans,Mark Bocek - John Alessio,John Alessio,Lightweight Bout,L,0,33 of 87,82 of 140,0 of 0,0,0,0:12,25 of 74,3 of 8,5 of 5,27 of 78,6 of 9,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Blake Grice
UFC 145: Jones vs Evans,Keith Wisniewski - Chris Clements,Keith Wisniewski,Welterweight Bout,L,0,28 of 46,44 of 65,3 of 6,1,0,5:50,26 of 43,2 of 3,0 of 0,18 of 35,0 of 0,10 of 11,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Fernando Yamasaki
UFC 145: Jones vs Evans,Keith Wisniewski - Chris Clements,Chris Clements,Welterweight Bout,W,2,68 of 123,86 of 144,0 of 2,0,0,1:34,38 of 85,14 of 21,16 of 17,49 of 99,8 of 11,11 of 13,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Fernando Yamasaki
UFC 145: Jones vs Evans,Jon Jones - Rashad Evans,Jon Jones,UFC Light Heavyweight Title Bout,W,0,105 of 214,116 of 228,1 of 2,0,0,1:00,68 of 154,19 of 37,18 of 23,86 of 187,18 of 25,1 of 2,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Herb Dean
UFC 145: Jones vs Evans,Jon Jones - Rashad Evans,Rashad Evans,UFC Light Heavyweight Title Bout,L,0,45 of 151,49 of 155,0 of 4,0,0,0:09,16 of 104,13 of 27,16 of 20,39 of 137,6 of 11,0 of 3,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Herb Dean
UFC 145: Jones vs Evans,Rory MacDonald - Che Mills,Rory MacDonald,Welterweight Bout,W,0,47 of 69,75 of 99,2 of 2,0,0,5:51,45 of 66,2 of 2,0 of 1,3 of 9,0 of 0,44 of 60,KO/TKO,"Time:
        
        2:20","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki
UFC 145: Jones vs Evans,Rory MacDonald - Che Mills,Che Mills,Welterweight Bout,L,0,6 of 22,21 of 38,0 of 0,0,0,0:16,2 of 17,0 of 0,4 of 5,4 of 19,2 of 3,0 of 0,KO/TKO,"Time:
        
        2:20","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki
UFC 145: Jones vs Evans,Mark Hominick - Eddie Yagin,Mark Hominick,Featherweight Bout,L,0,110 of 210,116 of 217,0 of 0,0,0,0:00,96 of 188,12 of 19,2 of 3,110 of 210,0 of 0,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki
UFC 145: Jones vs Evans,Mark Hominick - Eddie Yagin,Eddie Yagin,Featherweight Bout,W,2,84 of 284,100 of 301,0 of 0,0,0,1:28,69 of 253,3 of 13,12 of 18,73 of 259,0 of 0,11 of 25,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki
UFC 145: Jones vs Evans,Matt Brown - Stephen Thompson,Matt Brown,Welterweight Bout,W,0,36 of 77,91 of 148,5 of 13,1,1,8:05,20 of 59,6 of 7,10 of 11,17 of 53,3 of 3,16 of 21,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Fernando Yamasaki
UFC 145: Jones vs Evans,Matt Brown - Stephen Thompson,Stephen Thompson,Welterweight Bout,L,0,67 of 133,78 of 146,0 of 0,0,1,0:48,53 of 115,12 of 16,2 of 2,61 of 126,3 of 4,3 of 3,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Fernando Yamasaki
UFC on FUEL TV: Gustafsson vs Silva,Alexander Gustafsson - Thiago Silva,Alexander Gustafsson,Light Heavyweight Bout,W,1,76 of 283,78 of 287,1 of 1,0,0,0:39,50 of 249,7 of 13,19 of 21,72 of 272,3 of 8,1 of 3,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC on FUEL TV: Gustafsson vs Silva,Alexander Gustafsson - Thiago Silva,Thiago Silva,Light Heavyweight Bout,L,0,38 of 108,38 of 108,0 of 0,0,0,0:00,21 of 80,4 of 10,13 of 18,36 of 97,2 of 9,0 of 2,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC on FUEL TV: Gustafsson vs Silva,Brad Pickett - Damacio Page,Brad Pickett,Bantamweight Bout,W,1,36 of 67,65 of 101,4 of 5,1,0,5:37,34 of 64,1 of 2,1 of 1,11 of 24,1 of 3,24 of 40,Submission,"Time:
        
        4:05","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Marko Gyllenland
UFC on FUEL TV: Gustafsson vs Silva,Brad Pickett - Damacio Page,Damacio Page,Bantamweight Bout,L,0,23 of 57,34 of 70,1 of 4,1,1,1:03,18 of 44,4 of 12,1 of 1,16 of 45,4 of 8,3 of 4,Submission,"Time:
        
        4:05","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Marko Gyllenland
UFC on FUEL TV: Gustafsson vs Silva,Reza Madadi - Yoislandy Izquierdo,Reza Madadi,Lightweight Bout,W,0,1 of 1,2 of 2,3 of 7,1,0,2:15,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,Submission,"Time:
        
        1:28","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Marko Gyllenland
UFC on FUEL TV: Gustafsson vs Silva,Reza Madadi - Yoislandy Izquierdo,Yoislandy Izquierdo,Lightweight Bout,L,0,36 of 64,44 of 72,0 of 2,0,0,0:16,17 of 41,12 of 15,7 of 8,30 of 56,4 of 6,2 of 2,Submission,"Time:
        
        1:28","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Marko Gyllenland
UFC on FUEL TV: Gustafsson vs Silva,Simeon Thoresen - Besam Yousef,Simeon Thoresen,Welterweight Bout,W,0,37 of 67,81 of 117,1 of 4,3,1,3:28,19 of 49,18 of 18,0 of 0,12 of 39,18 of 18,7 of 10,Submission,"Time:
        
        2:36","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC on FUEL TV: Gustafsson vs Silva,Simeon Thoresen - Besam Yousef,Besam Yousef,Welterweight Bout,L,0,28 of 54,98 of 137,0 of 0,0,0,0:09,22 of 46,5 of 7,1 of 1,16 of 39,10 of 12,2 of 3,Submission,"Time:
        
        2:36","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC on FUEL TV: Gustafsson vs Silva,Jason Young - Eric Wisely,Jason Young,Featherweight Bout,W,0,44 of 86,133 of 179,4 of 6,0,0,8:31,19 of 56,6 of 6,19 of 24,18 of 54,8 of 8,18 of 24,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Robert Sundel
UFC on FUEL TV: Gustafsson vs Silva,Jason Young - Eric Wisely,Eric Wisely,Featherweight Bout,L,0,36 of 69,118 of 157,0 of 1,0,0,0:09,15 of 47,11 of 11,10 of 11,33 of 66,3 of 3,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Robert Sundel
UFC on FUEL TV: Gustafsson vs Silva,Cyrille Diabate - Tom DeBlass,Cyrille Diabate,Light Heavyweight Bout,W,0,48 of 50,90 of 94,2 of 2,0,1,5:26,31 of 33,15 of 15,2 of 2,12 of 13,0 of 0,36 of 37,Decision - Majority,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC on FUEL TV: Gustafsson vs Silva,Cyrille Diabate - Tom DeBlass,Tom DeBlass,Light Heavyweight Bout,L,0,1 of 6,17 of 24,2 of 4,1,2,7:19,1 of 5,0 of 1,0 of 0,1 of 6,0 of 0,0 of 0,Decision - Majority,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC on FUEL TV: Gustafsson vs Silva,Dennis Siver - Diego Nunes,Dennis Siver,Featherweight Bout,W,0,68 of 203,78 of 216,0 of 6,0,0,0:33,31 of 143,17 of 24,20 of 36,58 of 183,10 of 20,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC on FUEL TV: Gustafsson vs Silva,Dennis Siver - Diego Nunes,Diego Nunes,Featherweight Bout,L,0,49 of 125,49 of 125,0 of 0,0,0,0:00,11 of 58,15 of 20,23 of 47,35 of 106,14 of 19,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC on FUEL TV: Gustafsson vs Silva,DaMarques Johnson - John Maguire,DaMarques Johnson,Welterweight Bout,L,0,15 of 25,33 of 44,0 of 0,1,1,1:45,8 of 18,2 of 2,5 of 5,6 of 12,1 of 1,8 of 12,Submission,"Time:
        
        4:40","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Kristian Hacklou
UFC on FUEL TV: Gustafsson vs Silva,DaMarques Johnson - John Maguire,John Maguire,Welterweight Bout,W,0,6 of 7,35 of 38,3 of 3,1,0,6:06,4 of 5,2 of 2,0 of 0,1 of 2,0 of 0,5 of 5,Submission,"Time:
        
        4:40","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Kristian Hacklou
UFC on FUEL TV: Gustafsson vs Silva,Francis Carmont - Magnus Cedenblad,Francis Carmont,Middleweight Bout,W,0,28 of 30,53 of 57,2 of 2,1,1,3:38,27 of 29,1 of 1,0 of 0,2 of 3,0 of 0,26 of 27,Submission,"Time:
        
        1:42","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Kristian Hacklou
UFC on FUEL TV: Gustafsson vs Silva,Francis Carmont - Magnus Cedenblad,Magnus Cedenblad,Middleweight Bout,L,0,11 of 14,39 of 42,0 of 0,1,1,2:13,10 of 11,0 of 1,1 of 2,4 of 7,0 of 0,7 of 7,Submission,"Time:
        
        1:42","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Kristian Hacklou
UFC on FUEL TV: Gustafsson vs Silva,Papy Abedi - James Head,Papy Abedi,Welterweight Bout,L,0,11 of 18,19 of 28,1 of 3,0,0,1:55,7 of 13,2 of 2,2 of 3,6 of 12,2 of 3,3 of 3,Submission,"Time:
        
        4:33","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Robert Sundel
